"","cc","mz","rt","i"
"572",595,167.965512594967,94.231,6790.81927030243
"573",596,168.074075596626,1848.675,17731.5655107957
"574",597,168.07355753996,904.5295,3689.04307798981
"575",598,168.120624931442,109.379,9161.6274041131
"576",599,168.97703728109,93.383,75935.7963924542
"577",600,168.990014636792,82.3035,15987.8970562554
"578",601,169.074666862366,97.628,42224.0994186255
"579",602,169.087161878715,133.7835,55317.6378496951
"580",603,169.152118684627,192.6755,455386.430780052
"581",604,169.19451504249,1431.06,3524.13123994524
"582",605,169.961193181708,92.1625,26964.9431171297
"583",606,170.037737308205,611.5675,7122.20053019102
"584",607,170.042653861084,90.171,8825.33814943742
"585",608,170.082797318165,85.663,18719.5514538316
"586",609,170.975367270033,93.347,11083.5822264807
"587",610,171.102285806329,757.6075,47005.4129356373
"588",611,171.095770240697,85.6625,29835.6954288444
"589",612,171.131658389369,109.152,115300.657752124
"590",613,171.138452635145,525.9145,135088.635037963
"591",614,171.139166543367,918.1595,34560.3593542395
"592",615,171.138694460152,483.507,22442.5415517439
"593",616,171.148187782194,495.523,29409.8014492516
"594",618,171.247903663954,525.788,1893.45945338794
"595",619,171.959693982761,92.1555,3884.04750852869
"596",620,171.999948043784,82.4115,24958.2482319331
"597",621,172.058048838038,82.802,6843.92677604166
"598",622,172.104441546915,757.233,4142.69148107989
"599",623,172.133458234636,1258.365,20520.5303377588
"600",624,172.133580247181,1229.655,12251.2483531249
"601",625,172.13527836348,108.785,6726.12374191676
"602",626,172.141614780897,525.7915,15315.4326199279
"603",627,172.141174068114,483.247,4322.49021144326
"604",628,172.149841308123,495.83,3232.56022593969
"605",629,172.169825742939,981.926,93272.3169425159
"606",630,172.169154640403,882.1475,4233.7091425053
"607",631,172.280009010214,981.925,1021.4545965585
"608",632,172.973036658296,98.401,4580.32447879343
"609",633,173.092503217772,82.678,18643.0832195766
"610",634,173.118312803234,138.5565,27242.0890953732
"611",635,173.172812129574,982.1745,10326.650647942
"612",636,173.172312379813,1898.625,1756.98047885259
"613",637,174.087592621328,98.306,6198.88664315897
"614",639,174.896120680556,101.9855,99217.5475855218
"615",640,175.002004541856,98.89,19839.4721229149
"616",641,175.015118710635,1040.19,4825.99528376261
"617",642,175.059791703278,90.171,11975.4555160745
"618",643,175.096124225517,97.3095,35057.3315346587
"619",644,175.113415926363,762.7385,15782.7364201635
"620",645,175.117727713299,109.152,109124.521104482
"621",646,175.118000681634,137.696,22630.1602680641
"622",647,175.147513976429,775.2405,17507.3937922372
"623",648,175.14751186735,1426.31,4069.511448238
"624",649,175.187867897293,1899.065,5905.83371079248
"625",650,176.055860998819,83.4065,61878.6267238234
"626",651,176.089946644438,86.381,7318.14579102686
"627",652,176.107407404776,537.0495,18467.4541047507
"628",653,176.119596415751,1557.84,6409.93316390873
"629",654,176.876315260859,95.637,54550.2461557404
"630",655,176.961825360949,65.418,83043.4335724834
"631",656,176.961924391587,12.837,49936.414419708
"632",657,176.962368817854,503.133,17080.2674490851
"633",658,176.962304073388,534.308,14012.4469461592
"634",659,176.962392304185,517.3505,16461.2068892521
"635",660,176.962385808508,479.9065,24593.2229318751
"636",661,176.962345430121,490.752,6633.01747889226
"637",662,176.988029517843,98.1925,5747.32416858665
"638",663,177.05226438254,83.412,24411.5545110174
"639",664,177.054961479098,743.731,149289.764294518
"640",665,177.055481475517,956.04,5527.01997103421
"641",666,177.092739862637,97.149,3647.56300928596
"642",667,177.12860854799,854.138,4436.98768835434
"643",669,178.024673635649,98.123,28364.6907842613
"644",670,178.05880006937,743.6075,16117.0033272981
"645",671,178.107864128384,85.3045,28022.1048449718
"646",672,178.874230268922,95.4865,14934.1442238221
"647",673,178.950243537041,83.738,26442.7636411098
"648",674,179.016852514079,100.843,14130.1105788001
"649",675,179.049356526414,88.4135,40442.8029703265
"650",676,179.084850462537,78.41,4396.32100409446
"651",677,179.107536424839,787.871,6091.10825494127
"652",678,179.107641683855,458.6775,8299.16523267021
"653",679,179.109695019601,82.195,14318.495870981
"654",680,179.143641041813,537.0495,10688.9633915671
"655",681,179.143551200451,509.122,8824.44757454676
"656",682,179.179473991783,1431.31,25668.8749514187
"657",683,180.019087443966,98.89,23362.9422779823
"658",684,180.052271436519,88.664,5488.70040950879
"659",685,180.088583952502,74.7825,80092.5368110665
"660",686,180.102700618199,382.621,25645.3558081604
"661",687,180.114620416702,82.9055,50648.5002978368
"662",688,180.904234684061,96.03,77841.7635759526
"663",689,181.022978771218,94.1535,4084.2408204164
"664",690,181.072436300959,83.406,26258.7853115867
"665",691,181.086175486546,142.427,55412.9633479151
"666",692,181.091019594659,74.658,9168.41173338145
"667",693,181.12311210953,782.994,9940.89737048546
"668",694,181.140260286985,103.753,22685.1772631157
"669",695,181.15907993012,746.8565,5326.39486677512
"670",696,182.058645278734,1899.7,3068.73608390098
"671",697,182.074321523267,83.4065,100018.355112703
"672",698,182.085301360111,102.073,9610.53251568611
"673",699,182.117943742852,326.858,324143.234655502
"674",700,182.167585946158,316.98,10238.7256658903
"675",701,182.187206398698,83.427,1231.44615160651
"676",702,182.230709153061,327.616,3889.90320661511
"677",703,182.90328290034,91.666,6090.0222404551
"678",704,183.041387644335,97.914,22301.4259633932
"679",705,183.062620662757,88.405,3227.08840163583
"680",706,183.101993506874,614.9165,22100.5583826859
"681",707,183.10196395021,130.163,614375.646815069
"682",708,183.101864320248,164.685,110732.347273212
"683",709,183.121302223923,327.393,29950.8399441559
"684",710,183.174070927239,1004.68,4127.98221333822
"685",711,183.215528142202,130.155,8453.58282835989
"686",712,183.209669339465,1431.81,3046.82957712809
"687",713,184.066269004069,88.4135,52740.0694809033
"688",714,184.104825995513,130.8675,62342.1373940758
"689",715,184.169783385923,1515.83,16799.0762610738
"690",716,185.102926758831,74.447,3162.6607075555
"691",717,185.117594185406,355.6065,20033.7173821201
"692",718,185.117501526551,175.9365,51098.2309473744
"693",719,185.11790568144,422.433,9751.99196158488
"694",720,185.118443128696,925.406,5806.97228332361
"695",721,185.117563736773,474.037,9767.88584769115
"696",723,185.18856943911,1431.56,2649.95643462885
"697",724,186.077740659919,86.1605,11106.4500485556
"698",725,186.108252035602,74.7835,42339.914274204
"699",726,186.130766785031,326.858,52128.9187386039
"700",727,186.18554544011,1053.7,5543.62024542173
"701",728,186.912380469649,91.9,4023.92481596808
"702",729,186.912296910155,2604.15,16412.3134519078
"703",733,187.000705384271,83.247,54387.5383204701
"704",734,187.075788454079,1711.015,22327.9221275755
"705",735,187.111754455404,75.159,69720.7926400755
"706",736,187.126516469762,587.026,20318.2221528262
"707",737,187.134649130158,326.858,235635.547178348
"708",738,187.249052793799,326.983,3710.19188560135
"709",739,188.004504936402,83.247,1944.12691894185
"710",740,188.071908428444,119.7485,33925.126569994
"711",742,188.091959899346,85.087,19351.9983245616
"712",743,188.128273764791,1258.665,6612.55898030599
"713",744,188.137755345625,326.873,9880.26589645362
"714",745,188.94656688257,98.401,8900.14349639593
"715",746,189.009289350114,83.1615,3664.8210735878
"716",747,189.094309864951,90.545,4275.04950786359
"717",748,189.129664549115,382.246,35323.9249082321
"718",749,189.158452814318,104.182,8025.92383560571
"719",750,190.010748701353,83.1615,91724.4795921964
"720",751,190.067798354988,83.151,10033.6911219124
"721",752,190.124175084786,82.997,9617.98863166929
"722",753,190.207364211918,1899.195,8584.50767544561
"723",754,191.002165679282,905.0305,2157.48209661119
"724",755,191.102954087394,86.012,18239.4269780652
"725",756,191.110857622197,98.4145,12809.7725263251
"726",757,191.144197624029,907.402,21809.9017230047
"727",758,191.14405362508,1289.77,37777.2166698402
"728",759,191.144500533269,961.42,13312.1196098818
"729",760,191.143890482177,1519.685,60561.8713610981
"730",761,191.143470351225,1557.845,156896.950017441
"731",762,191.146400092118,1410.56,9111.56426043759
"732",763,191.179588161045,1039.69,79198.1545913604
"733",764,191.179565952645,1027.19,72572.4185803638
"734",765,191.17712387097,1899.2,6285.71934230041
"735",766,191.259429092001,1557.72,2231.26411326533
"736",767,191.957073319274,98.256,5944.94814655898
"737",768,191.983274277131,94.412,3429.44207438341
"738",769,192.02508188,90.662,5720.05839018057
"739",770,192.039552862151,101.593,9746.23434655048
"740",771,192.138833469061,726.477,15453.3881090046
"741",772,192.146682159551,1557.72,22689.1604068657
"742",773,192.146627804697,1519.81,8797.33386955072
"743",774,192.146410697235,1289.77,5621.58254531424
"744",775,192.159802955717,109.027,126228.363337935
"745",776,192.182909483349,1027.19,10804.9866689046
"746",777,192.276588288509,108.888,1562.5876663984
"747",778,192.961319650943,98.401,8414.39976222465
"748",779,192.968155402029,92.411,3144.71037589609
"749",781,193.120771466751,526.038,14327.3625728582
"750",782,193.122897417617,312.444,26257.4981186091
"751",783,193.131800595783,348.226,20701.6340012133
"752",784,193.147935753291,1557.97,1731.33644181887
"753",785,193.159201600209,775.2405,43192.3367074925
"754",787,193.162990914748,109.1675,14220.0221158591
"755",788,193.195082197152,1431.555,19675.0448913574
"756",789,193.998770201009,97.906,47694.9523991911
"757",790,194.10397897918,85.936,20777.3215389807
"758",791,194.12660041182,455.52,7545.57345777551
"759",792,195.102685321429,904.653,110119.834398556
"760",793,195.101897087368,137.81,27097.8700473718
"761",794,195.104730862147,500.1645,24255.169963199
"762",795,195.117789306914,107.916,13546.1951124702
"763",796,195.137271146566,885.1455,30845.7751367556
"764",797,195.133975364107,584.2675,6784.52173356921
"765",798,195.135980855419,480.397,13490.7889757276
"766",799,195.134376964031,543.7895,8514.44761742932
"767",800,195.140530432183,465.5475,6300.53172313274
"768",801,195.149568346836,455.2695,428901.394678648
"769",802,195.266131223436,458.372,1003.56142969766
"770",803,195.97943034601,92.908,3902.38347139366
"771",804,195.997453389373,98.164,6609.55051505067
"772",805,196.064848714738,96.165,2304.63144901438
"773",806,196.097828408527,172.679,46670.969348159
"774",807,196.105989898323,904.655,13705.24247897
"775",808,196.118208481807,84.946,22857.066099257
"776",809,196.134254323887,461.5275,101808.71007657
"777",810,196.15246134668,455.083,46501.2564495533
"778",811,196.878376286772,96.157,240699.281892357
"779",812,196.961693681608,87.6745,2640.61789140712
"780",813,196.961509419558,2642.16,279805.11955974
"781",815,196.999602471877,94.5725,8014.99213449183
"782",816,197.041456019154,90.414,6575.33285649783
"783",817,197.060350430007,777.115,4545.41669457402
"784",818,197.069794629878,101.154,10786.7815630455
"785",819,197.081196480238,1899.37,162633.623992787
"786",820,197.081830962373,1833.3,18124.3080354425
"787",822,197.118206763068,650.071,12097.1065244293
"788",823,197.120539993891,82.662,22539.9611864774
"789",824,197.137352400352,461.6455,13087.511054074
"790",825,197.153758694798,536.922,46181.7603571966
"791",826,197.153046192832,655.3225,6839.83799724402
"792",827,197.154529626401,454.954,5456.27339647195
"793",828,197.153688492273,508.8645,35810.1119885859
"794",829,197.153659850368,876.7705,6399.37738757559
"795",830,198.011937195294,97.982,6390.1540787318
"796",831,198.039003861362,82.2805,5735.38326993302
"797",832,198.060762431693,101.966,9306.75621113061
"798",833,198.084915415087,1899.37,16972.1191863314
"799",834,198.126443179103,82.7975,81682.4592427284
"800",835,198.15704095559,537.0495,4878.67056153485
"801",836,198.185519391252,1515.32,21270.1434943241
"802",837,198.187194882222,718.595,8811.3379482694
"803",838,198.185440039125,561.299,5857.41895211895
"804",839,198.188875318776,104.667,3922.7797965989
"805",840,198.244499583921,82.454,950.447226739983
"806",841,198.87678824206,96.2265,36337.0602344176
"807",842,199.015357521888,97.72,37992.42710758
"808",843,199.098013367185,139.6745,54887.8449750206
"809",844,199.108220939349,119.42,32605.5677887608
"810",845,199.110548591695,79.1605,2196.33931210017
"811",846,199.132851939813,548.3025,12973.3013060443
"812",847,199.133262922304,497.6485,39412.3173508708
"813",848,199.134140586986,783.117,6346.19666187167
"814",849,199.144821918413,109.027,12487.7038753586
"815",850,199.160894342085,454.9065,3384.93434728617
"816",851,199.170119935914,927.66,6445.9702455053
"817",852,199.16985129338,970.9295,6296.91271250854
"818",853,199.991932652078,93.4045,9521.68206417729
"819",854,200.120186141721,744.229,6874.31327073291
"820",855,200.135907661794,497.772,5102.00042548499
"821",856,200.164949533977,1346.53,4502.77789017051
"822",857,200.165705980578,455.2675,38253.8636474904
"823",858,200.175908029395,105.43,50310.4319887044
"824",859,200.200997420847,1066.375,25342.1410442284
"825",860,200.201245592143,1110.325,72788.9947225077
"826",861,200.933353588794,77.3265,1452.51391816222
"827",862,201.010630018532,98.255,6889.74118793599
"828",863,201.112552868949,129.798,55179.4779407029
"829",864,201.1278417214,872.3925,19255.1571309347
"830",865,201.149848555519,487.144,7155.23340010179
"831",866,201.169831595607,455.141,342610.348568966
"832",867,201.204198929298,1066.63,2761.67780328851
"833",868,201.204405288905,1110.44,9713.92081812225
"834",869,202.002262764758,98.401,6555.21107777937
"835",870,202.087675909058,382.371,22436.6700159018
"836",871,202.15407734055,461.435,98459.682363562
"837",872,202.172650553133,454.8545,24177.0779029708
"838",873,202.179645902822,613.6645,5113.86130716953
"839",874,202.228096514538,2580.65,186355.12087985
"840",875,202.272861955193,461.2675,1344.64130297869
"841",876,202.886337060125,92.8515,14855.0212042129
"842",877,202.96978878306,93.587,86161.1899401825
"843",878,203.052992763665,83.159,4881.94633342997
"844",879,203.107613539957,1779.03,28665.973802993
"845",880,203.108930993602,1079.035,9485.37163330124
"846",881,203.142040656436,957.167,11509.1724877204
"847",882,203.142903256879,1848.43,8338.82520750698
"848",883,203.154095914343,109.3305,9614.99944210833
"849",884,203.179426297135,921.2815,6082.38784114552
"850",885,203.973991701387,93.6375,3610.04725035048
"851",887,204.086874536631,86.2995,16765.1415095054
"852",888,204.105467012088,1899.07,9820.73748450151
"853",889,204.111808515416,1779.41,3718.56101661928
"854",890,204.969362930659,93.413,7774.09964965519
"855",891,205.083786202878,86.6605,7944.95810701427
"856",892,205.087511121319,123.3305,57566.2165577289
"857",893,205.086723941986,1110.105,81624.233163896
"858",894,205.097656879722,117.5435,12404.2303986716
"859",896,205.122701517252,1848.555,65345.0218977864
"860",897,205.122581163756,817.4955,11221.1268631495
"861",898,205.121824992398,1737.15,4971.43651835124
"862",900,205.158810508958,1039.565,15708.0334359976
"863",901,205.224412695107,1899.2,7116.49236063885
"864",902,206.090670649007,1110.325,9252.56127600832
"865",903,206.111811338322,1898.945,31655.7600715524
"866",904,206.125711400111,1848.68,9459.14997011513
"867",905,206.131036086924,891.899,3846.74081210416
"868",906,206.154259501399,845.894,2078.00487085409
"869",907,206.195060507346,105.415,5383.9818015895
"870",908,206.587498931188,410.01,2160.27937168315
"871",909,207.032802143814,905.28,44111.5443756503
"872",910,207.032569474424,1937.455,8940.37014388101
"873",911,207.032759515424,1895.95,8217.58737463236
